text,intent,escalation_required,language_style,difficulty,scenario_type,notes,tags
my dashbord is showin rong numbrs,technical_support,false,,,,bulk addition 2,"[""noisy""]"
Aapki team ka response time bahut slow hai.,complaint,false,,,,bulk addition,"[""hinglish""]"
my account is lokced help,account_issue,true,,,,spelling/noisy text,"[""noisy""]"
Do I need to configure the integration wizard manually?,general_question,false,,,,bulk addition 4,"[""standard""]"
File upload limit is stuck at 0 bytes.,technical_support,false,,,,technical issue,"[""standard"", ""technical""]"
I want my money back for the annual plan I just bought.,refund,true,,,,refund demand,"[""escalation_positive"", ""refund""]"
Login credentials suddenly kaam nahi kar rahe.,account_issue,false,,,,hinglish account issue,"[""hinglish""]"
Where is refund?,refund,true,,,,bulk addition 5,"[""standard""]"
Are there discounts for non-profits?,pricing,false,,,,bulk addition,"[""standard""]"
I get an error when using The template preview.,technical_support,false,,,,bulk addition 4,"[""standard""]"
I was going to complain but now I just want my money back.,refund,true,,,,multi-intent example,"[""multi_intent""]"
Customer service representative se baat karni hai.,human_request,true,,,,hinglish human request,"[""hinglish"", ""escalation_positive"", ""human_request""]"
Error 500,technical_support,false,,,,very short message,[]
Does it support multi-brand?,product_question,false,,,,bulk addition,"[""standard""]"
The mobile app is not working.,technical_support,false,,,,bulk addition 4,"[""standard""]"
Can we schedule the onboarding call?,sales,false,,,,purchase intent,"[""standard"", ""sales""]"
Is this service available worldwide?,general_question,false,,,,general info question,"[""standard""]"
I'm both angry and want to buy your product.,sales,false,,,,bulk addition 2,"[""confusion_pair""]"
SSO login is redirecting to wrong account.,account_issue,false,,,,account issue,"[""standard"", ""account""]"
What time does your support team work?,general_question,false,,,,bulk addition,"[""standard""]"
The push notifications stopped coming yesterday.,technical_support,false,,,,technical issue,"[""standard"", ""technical""]"
The quality of your product has degraded significantly.,complaint,false,,,,general complaint,"[""standard"", ""complaint""]"
wer r my reports,technical_support,false,,,,spelling/noisy text,"[""noisy""]"
Aapki app bahut storage le rahi hai phone mein.,technical_support,false,,,,bulk addition 2,"[""hinglish""]"
I want to switch from a competitor to your service.,sales,false,,,,purchase intent,"[""standard"", ""sales""]"
Can I schedule posts?,general_question,false,,,,general info question,"[""standard""]"
What do I need to know about user permissions?,general_question,false,,,,bulk addition 4,"[""standard""]"
Is premium support included in the base price?,pricing,false,,,,bulk addition 4,"[""standard""]"
Two-factor authentication code not arriving.,account_issue,false,,,,account issue,"[""standard"", ""account""]"
My account needs to be unlocked immediately.,account_issue,true,,,,bulk addition 3,"[""standard""]"
Is pricing per month or per year?,pricing,false,,,,pricing question,"[""standard"", ""pricing""]"
I want to subscribe but need a quote first.,sales,false,,,,bulk addition,"[""standard""]"
How does role management work in your platform?,general_question,false,,,,bulk addition 4,"[""standard""]"
Is backup available in all plans?,general_question,false,,,,bulk addition 4,"[""standard""]"
Support team kabhi respond nahi karti.,complaint,false,,,,hinglish complaint,"[""hinglish""]"
Per seat charge karte ho ya flat rate?,pricing,false,,,,hinglish pricing,"[""hinglish""]"
Give me a refund or I'll file a chargeback.,refund,true,,,,refund demand,"[""escalation_positive"", ""refund""]"
Lazy development and poor testing on your end.,complaint,false,,,,bulk addition,"[""standard""]"
What is your data backup frequency?,general_question,false,,,,bulk addition,"[""standard""]"
Can you help me purchase additional seats?,sales,false,,,,purchase intent,"[""standard"", ""sales""]"
Mujhe kisi se baat nahi karni. Sirf information chahiye.,general_question,false,,,,escalation hard negative,"[""hard_negative_escalation""]"
I need 500 licenses for my enterprise.,sales,false,,,,bulk addition 3,"[""standard""]"
Let me upgrade right now. Take my payment.,sales,false,,,,purchase intent,"[""standard"", ""sales""]"
Contact not required. Just giving feedback.,complaint,false,,,,escalation hard negative,"[""hard_negative_escalation""]"
How much for white labeling?,pricing,false,,,,bulk addition 3,"[""standard""]"
Is there a template library?,product_question,false,,,,product feature question,"[""standard""]"
What are the benefits of custom fields?,general_question,false,,,,bulk addition 4,"[""standard""]"
Thanks team,other,false,,,,very short message,[]
Can audit logging be disabled?,general_question,false,,,,bulk addition 4,"[""standard""]"
I get an error when using Data export.,technical_support,false,,,,bulk addition 4,"[""standard""]"
What do I need to know about the import tool?,general_question,false,,,,bulk addition 4,"[""standard""]"
What do I need to know about the reporting module?,general_question,false,,,,bulk addition 4,"[""standard""]"
Does it have time tracking?,product_question,false,,,,bulk addition,"[""standard""]"
setup kaise hota hai?,general_question,false,,,,hinglish general question,"[""hinglish""]"
Your product is a joke.,complaint,false,,,,general complaint,"[""standard"", ""complaint""]"
The system is not recognizing my API calls.,technical_support,false,,,,bulk addition 3,"[""standard""]"
How much for SSO integration?,pricing,false,,,,bulk addition 4,"[""standard""]"
I'd rather speak to someone on the phone.,human_request,true,,,,human request,"[""escalation_positive"", ""human_request""]"
Please send me the onboarding checklist.,sales,false,,,,bulk addition 3,"[""standard""]"
Is there funnel analytics?,product_question,false,,,,product feature question,"[""standard""]"
I was charged twice. Fix this and refund the duplicate.,refund,true,,,,bulk addition,"[""standard""]"
What do I need to know about the API?,general_question,false,,,,bulk addition 4,"[""standard""]"
i cnt find the cancle buton anywer,sales,false,,,,bulk addition 2,"[""noisy""]"
What time is it?,other,false,,,,other / off-topic,"[""standard"", ""other""]"
"Can you help me with pricing? Also, I can't log in.",pricing,false,,,,multi-intent example,"[""multi_intent""]"
Do you have a referral program?,general_question,false,,,,general info question,"[""standard""]"
Is real-time sync available in all plans?,general_question,false,,,,bulk addition 4,"[""standard""]"
I need this refund processed within 24 hours.,refund,true,,,,refund demand,"[""escalation_positive"", ""refund""]"
Nobody needs to contact me. I just have a question.,general_question,false,,,,escalation hard negative,"[""hard_negative_escalation""]"
Account?,account_issue,false,,,,very short message,[]
Please generate a proforma invoice for the team plan.,sales,false,,,,purchase intent,"[""standard"", ""sales""]"
Does the platform have a dashboard?,product_question,false,,,,product feature question,"[""standard""]"
File preview is not working for PDF uploads.,technical_support,false,,,,bulk addition 2,"[""standard""]"
I get an error when using The mobile app.,technical_support,false,,,,bulk addition 4,"[""standard""]"
i wnt a human to call me ryt now,human_request,true,,,,bulk addition,"[""noisy""]"
Billed twice this month. Need immediate refund.,refund,true,,,,bulk addition 3,"[""standard""]"
This is the final warning before I take legal steps.,complaint,true,,,,bulk addition 5,"[""escalation_positive""]"
How do I turn off email notifications?,general_question,false,,,,bulk addition,"[""standard""]"
Maine aapka product use karna shuru kiya 3 hafte pehle. Bahut sare features hain jo mujhe pasand aaye lekin kuch cheezein theek nahi hain. Pehli baat to ye ki setup process bahut complicated hai. Mujhe khud hi figure out karna pada ki kaise kaam karta hai. Aapke paas koi beginner guide nahi hai. Doosri baat ye ki customer support ka response time bahut slow hai. Maine 3 din pehle email kiya tha but aaj tak koi reply nahi aaya. Teesri baat ye ki mobile app bahut baar crash hoti hai. Overall I think the product has potential but it needs improvement in these areas.,complaint,false,,,,long message,"[""long""]"
Can you teach me to code?,other,false,,,,bulk addition 2,"[""standard""]"
Aapne mujhe galat currency mein bill kiya.,pricing,true,,,,bulk addition 3,"[""hinglish""]"
No need to follow up. All sorted.,technical_support,false,,,,bulk addition 3,"[""hard_negative_escalation""]"
My custom scripts stopped working after the latest update.,technical_support,false,,,,technical issue,"[""standard"", ""technical""]"
Is there a command palette?,product_question,false,,,,bulk addition 5,"[""standard""]"
Are there any hidden fees?,pricing,false,,,,pricing question,"[""standard"", ""pricing""]"
Aapki pricing transparent nahi hai.,pricing,false,,,,bulk addition 5,"[""hinglish""]"
Can I schedule backups automatically?,general_question,false,,,,bulk addition 2,"[""standard""]"
Do you have a pay-per-use model?,pricing,false,,,,bulk addition 2,"[""standard""]"
"I want to talk to a human, not a bot.",human_request,true,,,,human request,"[""escalation_positive"", ""human_request""]"
I'm having trouble with The template preview.,technical_support,false,,,,bulk addition 4,"[""standard""]"
I need both technical support and a refund.,refund,true,,,,multi-intent example,"[""multi_intent""]"
File upload keeps failing.,technical_support,false,,,,bulk addition 4,"[""standard""]"
Scam!,complaint,true,,,,very short message,[]
My login credentials stopped working suddenly.,account_issue,false,,,,account issue,"[""standard"", ""account""]"
Mujhe nahi chahiye refund. Bas policy batao.,refund,false,,,,hinglish example,"[""hinglish""]"
You promised X but delivered Y. False advertising.,complaint,false,,,,general complaint,"[""standard"", ""complaint""]"
how much for the premimum plan,pricing,false,,,,spelling/noisy text,"[""noisy""]"
my acnt got suspendd for no reeson help,account_issue,true,,,,bulk addition 5,"[""noisy""]"
Maine payment kar diya hai. Activate karo.,sales,false,,,,hinglish sales,"[""hinglish""]"
What is the pricing for education?,pricing,false,,,,bulk addition,"[""standard""]"
Where can I find documentation about the reporting module?,general_question,false,,,,bulk addition 4,"[""standard""]"
