text,intent,escalation_required,language_style,difficulty,scenario_type,notes,tags
Our quarterly report is due tomorrow and analytics is broken.,technical_support,true,,,,v3 esc hard pos,"[""escalation_positive""]"
I need 500 licenses for my enterprise.,sales,false,,,,bulk addition 3,"[""standard""]"
Don't take any action. I was just thinking out loud.,general_question,false,,,,v3 bulk esc-,"[""hard_negative_escalation""]"
need help setting up my workspace,general_question,false,,,,v4 noisy,"[""noisy""]"
I keep getting kicked out of the dashboard mid-session,technical_support,false,,,,v3 confusion: tech vs complaint,"[""standard""]"
i cnt login since ystrday hlp,account_issue,true,,,,v3 noisy,"[""noisy""]"
What do I need to know about file sharing?,general_question,false,,,,v3 bulk gq,"[""standard""]"
ur team charged me twice this mnth fix it,pricing,true,,,,v3 bulk noisy,"[""noisy""]"
What is the purpose of bulk operations?,general_question,false,,,,v3 bulk gq2,"[""standard""]"
Aapki onboarding process bahut complicated hai.,complaint,false,,,,hinglish example,"[""hinglish""]"
my acnt is lokcd help,account_issue,true,,,,v3 noisy,"[""noisy""]"
Connect me to someone who can actually solve problems.,human_request,true,,,,bulk addition 2,"[""standard""]"
Don't cancel anything. I was just checking.,general_question,false,,,,v4 negation,"[""negation""]"
mujhe aapke product ki video tutorial chahiye,general_question,false,,,,,"[""hinglish""]"
The double charge was refunded. Issue closed.,refund,false,,,,v3 resolution,"[""resolution_state""]"
This has been unresolved for 6 days and I'm losing patience.,complaint,true,,,,v3 esc hard pos,"[""escalation_positive""]"
Do I pay extra for premium support?,pricing,false,,,,bulk addition 4,"[""standard""]"
Not asking for a refund but your service is terrible.,complaint,false,,,,multi-intent example,"[""multi_intent""]"
Page load nahi ho raha. Infinite loading.,technical_support,false,,,,hinglish technical support,"[""hinglish""]"
How does bulk operations affect my account?,general_question,false,,,,v3 bulk gq2,"[""standard""]"
my paymnt got dedctd twice,refund,true,,,,v3 noisy,"[""noisy""]"
My webhook endpoint is not receiving payloads anymore.,technical_support,false,,,,technical issue,"[""standard"", ""technical""]"
Mujhe refund aur technical support dono chahiye,refund,true,,,,v3 multi-intent hinglish,"[""multi_intent"", ""hinglish""]"
Do you offer different pricing tiers for data storage?,pricing,false,,,,v3 bulk pricing2,"[""standard"", ""pricing""]"
Your platform is great but I have a few feature requests.,product_question,false,,,,v3 bulk multi3,"[""multi_intent""]"
I'm having trouble with The mobile app.,technical_support,false,,,,v3 bulk tech,"[""standard"", ""technical""]"
How long does it take to set up two-factor authentication?,general_question,false,,,,bulk addition 4,"[""standard""]"
Is training included in the price?,pricing,false,,,,pricing question,"[""standard"", ""pricing""]"
How do I turn off email notifications?,general_question,false,,,,bulk addition,"[""standard""]"
I'm disappointed with the lack of features in the basic plan.,complaint,false,,,,v3 balance,"[""standard""]"
i cnt chang my email in settngs,account_issue,false,,,,v4 noisy,"[""noisy""]"
I feel misled by your sales team's promises.,complaint,false,,,,v3 balance,"[""standard""]"
ye tool bulk operations handle kar sakta hai?,product_question,false,,,,hinglish product question,"[""hinglish""]"
Is there a tutorial for billing?,general_question,false,,,,v3 bulk gq,"[""standard""]"
Does the API support GraphQL?,product_question,false,,,,bulk addition,"[""standard""]"
Is there a tutorial for file sharing?,general_question,false,,,,v3 bulk gq,"[""standard""]"
i payd for premum but dnt hav it,account_issue,true,,,,v3 noisy,"[""noisy""]"
can u help me pls im stuck,general_question,false,,,,v3 noisy,"[""noisy""]"
My reports won't export to PDF.,technical_support,false,,,,technical issue,"[""standard"", ""technical""]"
What are your file upload limits?,general_question,false,,,,v3 confusion: product vs general,"[""standard""]"
Don't connect me to support. I figured out the issue.,technical_support,false,,,,v3 esc hard neg,"[""hard_negative_escalation""]"
The SSL certificate for my custom domain expired.,technical_support,false,,,,bulk addition,"[""standard""]"
Encountering problems with the sort option.,technical_support,false,,,,v3 bulk tech3,"[""standard"", ""technical""]"
Is there a way to account recovery?,general_question,false,,,,v3 bulk gq2,"[""standard""]"
Work email access nahi hai aur login nahi ho raha.,account_issue,false,,,,hinglish account issue,"[""hinglish""]"
I get an error when using The reporting dashboard.,technical_support,false,,,,bulk addition 4,"[""standard""]"
How do I set up notification preferences?,general_question,false,,,,v3 bulk gq2,"[""standard""]"
Can you explain the user directory?,general_question,false,,,,v3 bulk gq,"[""standard""]"
I need information about activity tracking.,general_question,false,,,,v3 bulk gq3,"[""standard""]"
how 2 delet my acc,general_question,false,,,,bulk addition,"[""noisy""]"
data filtering stopped responding.,technical_support,false,,,,v3 bulk tech2,"[""standard"", ""technical""]"
Your service is great but I'm locked out of my account.,account_issue,false,,,,v3 bulk multi,"[""multi_intent""]"
"I'm not asking for a refund, I just want to complain",complaint,false,,,,v3 negation,"[""negation""]"
Your service is terrible and I want to speak to a manager,human_request,true,,,,v3 multi-intent,"[""multi_intent""]"
I was charged twice. Fix this and refund the duplicate.,refund,true,,,,bulk addition,"[""standard""]"
I'm not looking for a solution. Just sharing my thoughts.,complaint,false,,,,v3 bulk esc-,"[""hard_negative_escalation""]"
I need a human to verify my identity.,human_request,true,,,,bulk addition 3,"[""standard""]"
Can I use your service for free?,general_question,false,,,,general info question,"[""standard""]"
What happens to my data after cancellation?,general_question,false,,,,general info question,"[""standard""]"
Can I downgrade my plan anytime?,pricing,false,,,,bulk addition 3,"[""standard""]"
hlo i need ur help,general_question,false,,,,spelling/noisy text,"[""noisy""]"
Mujhe koi call nahi karna. Sirf jawab do.,general_question,false,,,,v3 bulk negation,"[""negation"", ""hinglish""]"
I was frustrated but it's all working. No escalation.,complaint,false,,,,v3 bulk esc-,"[""hard_negative_escalation"", ""resolution_state""]"
I want to speak to a manager about your terrible service.,human_request,true,,,,confusion pair example,"[""confusion_pair""]"
the updat brok my workflow,technical_support,true,,,,v4 noisy,"[""noisy""]"
Meri poori team block hai. Koi senior ko escalate karo.,technical_support,true,,,,v3 esc hard pos hinglish,"[""escalation_positive"", ""hinglish""]"
What reporting dimensions are available?,product_question,false,,,,bulk addition,"[""standard""]"
i wnt to chnge my plan but cnt,sales,false,,,,v4 noisy,"[""noisy""]"
My customer data is at risk because of this bug.,technical_support,true,,,,v4 esc+,"[""escalation_positive""]"
Sales team se baat karni thi price ke liye.,sales,false,,,,hinglish example,"[""hinglish""]"
"I want to talk to a human, not a bot.",human_request,true,,,,human request,"[""escalation_positive"", ""human_request""]"
Can the import tool be disabled?,general_question,false,,,,bulk addition 4,"[""standard""]"
Yearly contract sign karna hai.,sales,false,,,,hinglish sales,"[""hinglish""]"
What do I need to know about the API?,general_question,false,,,,v3 bulk gq,"[""standard""]"
The reporting dashboard is not working.,technical_support,false,,,,v3 bulk tech,"[""standard"", ""technical""]"
I have a complaint about billing but I need technical help accessing my account,account_issue,true,,,,v3 multi-intent,"[""multi_intent""]"
Stop redirecting me to the FAQ. Human now.,human_request,true,,,,bulk addition 3,"[""standard""]"
Mujhe aapke product features nahi dikh rahe.,product_question,false,,,,bulk addition 2,"[""hinglish""]"
Imported contacts show nahi ho rahe.,technical_support,false,,,,hinglish example,"[""hinglish""]"
Sales team se baat karni hai aur price bhi confirm karna hai,sales,false,,,,v3 multi-intent hinglish,"[""multi_intent"", ""hinglish""]"
Do you offer different pricing tiers for custom integrations?,pricing,false,,,,v3 bulk pricing2,"[""standard"", ""pricing""]"
Angry!,complaint,true,,,,very short message,[]
my paymant method isnt workin,technical_support,false,,,,spelling/noisy text,"[""noisy""]"
Is your product good? Tell me honestly.,general_question,false,,,,bulk addition 3,"[""confusion_pair""]"
How does your AI tagging work?,product_question,false,,,,product feature question,"[""standard""]"
"Can you handle 10,000 concurrent users?",product_question,false,,,,product feature question,"[""standard""]"
Mera refund aa gaya. Sab theek hai.,refund,false,,,,v3 resolution hinglish,"[""resolution_state"", ""hinglish""]"
Please do not assign this to your support team. Simple query.,general_question,false,,,,v3 bulk esc-,"[""hard_negative_escalation""]"
I'm locked out of my account and I want compensation,account_issue,true,,,,v3 multi-intent,"[""multi_intent""]"
Is tax included in the price?,pricing,false,,,,pricing question,"[""standard"", ""pricing""]"
Can I get an enterprise quote?,pricing,false,,,,pricing question,"[""standard"", ""pricing""]"
The bulk editor is broken after the latest update.,technical_support,false,,,,v3 bulk tech,"[""standard"", ""technical""]"
aapka pricing page clear nahi hai,pricing,false,,,,,"[""hinglish""]"
mera payment ho gaya but account activate nahi hua,technical_support,true,,,,,"[""hinglish""]"
Having fun exploring your platform.,other,false,,,,v3 balance,"[""standard""]"
Hate the support,complaint,false,,,,bulk addition 5,"[""standard""]"
How do I set up data retention limits?,general_question,false,,,,v3 bulk gq2,"[""standard""]"
Can I change my plan billing frequency?,general_question,false,,,,v3 balance3,"[""standard""]"
mujhe aapke yaha bulk discount chahiye 200 users ke liye,sales,false,,,,v3 bulk hinglish3,"[""hinglish""]"
Can I schedule posts?,general_question,false,,,,general info question,"[""standard""]"
Dashboard 500 error de raha hai.,technical_support,false,,,,hinglish technical support,"[""hinglish""]"
Do I need a human or can you answer this?,general_question,false,,,,bulk addition 2,"[""confusion_pair""]"
I do not want to cancel. I just want to understand my bill.,pricing,false,,,,v3 bulk negation,"[""negation""]"
Can I integrate with Zapier?,general_question,false,,,,general info question,"[""standard""]"
Is there a tutorial for custom fields?,general_question,false,,,,v3 bulk gq,"[""standard""]"
Please connect me to a real person immediately.,human_request,true,,,,v3 balance,"[""standard""]"
Having issues with batch processing.,technical_support,false,,,,v3 bulk tech2,"[""standard"", ""technical""]"
Can you explain email notifications?,general_question,false,,,,bulk addition 4,"[""standard""]"
I need billing help and also want to change my plan.,pricing,false,,,,v3 bulk multi,"[""multi_intent""]"
My workflow automation stopped mid-execution.,technical_support,false,,,,technical issue,"[""standard"", ""technical""]"
Mene 2 bar pay kar diya. Ek refund karo.,refund,true,,,,bulk addition,"[""hinglish""]"
Can I build custom reports?,product_question,false,,,,product feature question,"[""standard""]"
Not looking for a refund. Just want to understand the charge.,pricing,false,,,,v3 negation,"[""negation""]"
Can I customize notification preferences?,general_question,false,,,,v3 bulk gq2,"[""standard""]"
the dashbord loadz forever,technical_support,false,,,,v4 noisy,"[""noisy""]"
u guys chargd my card rong amount,refund,true,,,,bulk addition 5,"[""noisy""]"
The batch processing feature seems to be broken.,technical_support,false,,,,v3 bulk tech2,"[""standard"", ""technical""]"
Can you explain the difference between plans?,general_question,false,,,,v3 info vs action,"[""standard""]"
